순번,"매입형
/건축형",지역본부,관리부서,명,주소,호수,"전용
면적(㎡)","주거공용
면적(㎡)",면적계(㎡),공급형,성별전용, 임대보증금(원) , 월임대료(원) ,주택열람일정,관리비
223,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),서울특별시 강북구 삼양로163길 27(우이동) ,301,29.26,5.42,34.68,단독(1인),남여공용,"2,000,000","361,770",열람불가(계약전 주택개방),
224,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),서울특별시 강북구 삼양로163길 27(우이동) ,401,29.26,5.42,34.68,단독(1인),남여공용,"2,000,000","361,770",열람불가(계약전 주택개방),
225,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),서울특별시 강북구 삼양로163길 27(우이동) ,501,29.26,5.42,34.68,단독(1인),남여공용,"2,000,000","357,430",열람불가(계약전 주택개방),
226,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),서울특별시 강북구 삼양로169길 34-28(우이동) 다솜힐하우스 103동,301,30.92,14.29,45.21,단독(1인),남여공용,"2,000,000","423,470",열람불가(계약전 주택개방),
227,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),"서울특별시 강북구 삼양로38나길 7(미아동,프랑지파니 B동) 프랑지파니 B동",201,29.73,5.14,34.87,단독(1인),남여공용,"2,000,000","315,210",열람불가(계약전 주택개방),
228,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),"서울특별시 강북구 삼양로38나길 7(미아동,프랑지파니 B동) 프랑지파니 B동",301,29.73,5.14,34.87,단독(1인),남여공용,"2,000,000","320,380",열람불가(계약전 주택개방),
229,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),"서울특별시 강북구 삼양로38나길 7(미아동,프랑지파니 B동) 프랑지파니 B동",401,29.73,5.14,34.87,단독(1인),남여공용,"2,000,000","320,380",열람불가(계약전 주택개방),
230,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울강북구),서울특별시 강북구 인수봉로81길 28-7(수유동) 위너스빌B동,501,32.63,6.03,38.66,단독(1인),남여공용,"2,000,000","387,300",열람불가(계약전 주택개방),
231,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울도봉구),서울특별시 도봉구 도봉로117길 51-14(쌍문동) 스마트힐,401,29.65,6.43,36.08,단독(1인),남여공용,"2,000,000","401,160",열람불가(계약전 주택개방),
232,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 17(상계동,시온3동) 해밀2동",201,40.56,7.56,48.12,단독(1인),남여공용,"2,000,000","566,610",열람불가(계약전 주택개방),
233,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 17(상계동,시온3동) 해밀2동",301,40.56,7.56,48.12,단독(1인),남여공용,"2,000,000","572,020",열람불가(계약전 주택개방),
234,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 17(상계동,시온3동) 해밀2동",501,25.19,4.69,29.88,단독(1인),남여공용,"2,000,000","376,620",열람불가(계약전 주택개방),
235,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 19(상계동,시온4동) 미소4동",202,29.85,5.78,35.63,단독(1인),남여공용,"2,000,000","418,840",열람불가(계약전 주택개방),
236,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 19(상계동,시온4동) 미소4동",302,29.85,5.78,35.63,단독(1인),남여공용,"2,000,000","427,250",열람불가(계약전 주택개방),
237,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),"서울특별시 노원구 동일로237나길 19(상계동,시온4동) 미소4동",402,29.85,5.78,35.63,단독(1인),남여공용,"2,000,000","427,250",열람불가(계약전 주택개방),
238,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로237다길 17(상계동) ,403,39.34,4.65,43.99,단독(1인),남여공용,"2,000,000","427,450",열람불가(계약전 주택개방),
239,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,401,12.63,11.49,24.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
240,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,402,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
241,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,403,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
242,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,404,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
243,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,405,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
244,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,406,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
245,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,407,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
246,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,409,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
247,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,502,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
248,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,503,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
249,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,504,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
250,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,505,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
251,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,507,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
252,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,602,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
253,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,603,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
254,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,606,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
255,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,607,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
256,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,609,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
257,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,704,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
258,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,706,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
259,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,707,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
260,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,708,12.11,11.01,23.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
261,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,802,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
262,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,803,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
263,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,804,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
264,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,806,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
265,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,807,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
266,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,809,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
267,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,901,12.63,11.49,24.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
268,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,902,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
269,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,903,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
270,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,904,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
271,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,907,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
272,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,908,12.11,11.01,23.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
273,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,909,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
274,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1003,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
275,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1004,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
276,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1005,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
277,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1007,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
278,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1008,12.11,11.01,23.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
279,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1009,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
280,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1102,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
281,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1103,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
282,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1104,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
283,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1105,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
284,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1108,12.11,11.01,23.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
285,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1202,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
286,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1204,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
287,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1205,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
288,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1206,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
289,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1209,12.27,11.16,23.43,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
290,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1301,12.63,11.49,24.12,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
291,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1302,12.16,11.06,23.22,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
292,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1303,12.17,11.07,23.24,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
293,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1304,12.1,11.01,23.11,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
294,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1305,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
295,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1306,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
296,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울노원구),서울특별시 노원구 동일로174길 38(공릉동) 플라체76,1307,12.06,10.97,23.03,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
297,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울은평구),서울특별시 은평구 역말로6길 6-14(역촌동) 동산주택홈타운,202,38.48,6.82,45.3,단독(1인),남여공용,"2,000,000","519,610",열람불가(계약전 주택개방),
298,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울은평구),서울특별시 은평구 역말로6길 6-14(역촌동) 동산주택홈타운,302,38.48,6.82,45.3,단독(1인),남여공용,"2,000,000","524,740",열람불가(계약전 주택개방),
299,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울은평구),서울특별시 은평구 은평로13길 11-14(녹번동) 나린하우징5차 가동,401,26.45,4.21,30.66,단독(1인),남여공용,"2,000,000","407,260",열람불가(계약전 주택개방),
300,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울은평구),서울특별시 은평구 은평로13길 11-14(녹번동) 나린하우징5차 가동,502,51.43,8.19,59.62,단독(1인),남여공용,"2,000,000","739,510",열람불가(계약전 주택개방),
301,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울서대문구),서울특별시 서대문구 증가로19길 7(북가좌동) 지우팰리스,202,29.94,5.17,35.11,단독(1인),남여공용,"2,000,000","447,360",열람불가(계약전 주택개방),
302,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울서대문구),서울특별시 서대문구 증가로19길 7(북가좌동) 지우팰리스,302,29.94,5.17,35.11,단독(1인),남여공용,"2,000,000","455,740",열람불가(계약전 주택개방),
303,매입형,서울지역본부,서울중부권주거복지지사,매입다가구(서울서대문구),서울특별시 서대문구 증가로19길 7(북가좌동) 지우팰리스,402,29.94,5.17,35.11,단독(1인),남여공용,"2,000,000","455,740",열람불가(계약전 주택개방),
304,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙남로16다길 32-7(목동) 엘림하우스,203,27.7,3.95,31.65,단독(1인),남여공용,"2,000,000","378,770",2.28.~3.1.,
305,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙남로16다길 32-7(목동) 엘림하우스,303,27.7,3.95,31.65,단독(1인),남여공용,"2,000,000","382,730",2.28.~3.1.,
306,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙남로16다길 32-7(목동) 엘림하우스,403,27.7,3.95,31.65,단독(1인),남여공용,"2,000,000","382,730",2.28.~3.1.,
307,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙남로16다길 32-7(목동) 엘림하우스,503,27.7,3.95,31.65,단독(1인),남여공용,"2,000,000","378,770",2.28.~3.1.,
308,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,201,28.41,4.82,33.23,단독(1인),남여공용,"2,000,000","363,190",2.28.~3.1.,
309,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,204,28.41,4.82,33.23,단독(1인),남여공용,"2,000,000","368,360",2.28.~3.1.,
310,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,301,28.41,4.82,33.23,단독(1인),남여공용,"2,000,000","363,190",2.28.~3.1.,
311,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,304,28.41,4.82,33.23,단독(1인),남여공용,"2,000,000","363,190",2.28.~3.1.,
312,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,501,29.94,5.08,35.02,단독(1인),남여공용,"2,000,000","444,200",2.28.~3.1.,
313,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울양천구),서울특별시 양천구 목동중앙서로11길 51(목동) 형지리버빌,502,29.94,5.08,35.02,단독(1인),남여공용,"2,000,000","444,200",2.28.~3.1.,
314,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,201,23.58,29.92,53.5,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
315,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,202,23.47,29.79,53.26,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
316,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,203,23.39,29.68,53.07,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
317,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,301,23.58,29.92,53.5,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
318,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,302,23.47,29.79,53.26,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
319,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,303,23.39,29.68,53.07,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
320,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,401,13.4,17,30.4,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
321,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,402,15.27,19.38,34.65,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
322,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,403,23.39,29.68,53.07,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
323,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,501,15.03,19.07,34.1,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
324,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,502,16.61,21.08,37.69,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
325,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,601,17.7,22.46,40.16,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
326,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울강서구),서울특별시 강서구 양천로26길 33-8(방화동) 마곡스카이 A단지 101동,602,13.82,17.54,31.36,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
327,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 구로동로7길 25(가리봉동) 103동,401,29.25,11.37,40.62,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
328,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 구로동로7길 25(가리봉동) 103동,501,17.55,6.82,24.37,단독(1인),남여공용,산정중,산정중,열람불가(계약전 주택개방),
329,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 개봉로1길 106(개봉동) 오성드림 B동,501-1,10.88,3.35,14.23,공동(2인),여성전용,"2,000,000","240,290",열람불가(공동형 주택 개방 불가),
330,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로33바길 24(개봉동) 진성홈타운 102동,201-2,10.5,4.35,14.85,공동(2인),남성전용,"2,000,000","301,850",열람불가(공동형 주택 개방 불가),
331,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로33바길 24(개봉동) 진성홈타운 102동,203-1,12.6,5.22,17.82,공동(2인),남성전용,"2,000,000","362,120",열람불가(공동형 주택 개방 불가),
332,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동) 오성드림빌 101동,402-2,14.72,4.47,19.18,공동(2인),남성전용,"2,000,000","329,400",열람불가(공동형 주택 개방 불가),
333,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동) 오성드림빌 103동,202-2,16.47,4.37,20.84,공동(2인),남성전용,"2,000,000","342,710",열람불가(공동형 주택 개방 불가),
334,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동) 오성드림빌 103동,302-1,16.77,4.44,21.21,공동(2인),남성전용,"2,000,000","348,990",열람불가(공동형 주택 개방 불가),
335,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울구로구),서울특별시 구로구 경인로35길 16-8(개봉동) 오성드림빌 103동,502-1,11.22,3.01,14.23,공동(2인),남성전용,"2,000,000","237,240",열람불가(공동형 주택 개방 불가),
336,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌101동 외 3동,202-2,16.2,4.71,20.91,공동(2인),여성전용,"2,000,000","414,020",열람불가(공동형 주택 개방 불가),
337,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌101동 외 3동,302-2,16.2,4.71,20.91,공동(2인),남성전용,"2,000,000","429,260",열람불가(공동형 주택 개방 불가),
338,매입형,서울지역본부,서울서부권주거복지지사,매입다가구(서울금천구),서울특별시 금천구 독산로64다길 14(독산동) 오성드림빌102동,201-2,16.2,4.7,20.9,공동(2인),남성전용,"2,000,000","392,450",열람불가(공동형 주택 개방 불가),
